종목코드,종목명
005930,삼성전자
000660,SK하이닉스
005935,삼성전자우
402340,SK스퀘어
009150,삼성전기
005380,현대차
373220,LG에너지솔루션
207940,삼성바이오로직스
105560,KB금융
032830,삼성생명
028260,삼성물산
012450,한화에어로스페이스
329180,HD현대중공업
000270,기아
055550,신한지주
034020,두산에너빌리티
012330,현대모비스
068270,셀트리온
034730,SK
035420,NAVER
086790,하나금융지주
006400,삼성SDI
010120,LS ELECTRIC
000810,삼성화재
066570,LG전자
042660,한화오션
009540,HD한국조선해양
267260,HD현대일렉트릭
005490,POSCO홀딩스
298040,효성중공업
316140,우리금융지주
015760,한국전력
010130,고려아연
000150,두산
138040,메리츠금융지주
011200,HMM
017670,SK텔레콤
042700,한미반도체
006800,미래에셋증권
010140,삼성중공업
096770,SK이노베이션
196170,알테오젠
033780,KT&G
051910,LG화학
079550,LIG디펜스앤에어로스페이스
018260,삼성에스디에스
035720,카카오
267250,HD현대
024110,기업은행
003550,LG
064350,현대로템
086280,현대글로비스
010950,S-Oil
278470,에이피알
047810,한국항공우주
030200,KT
272210,한화시스템
003670,포스코퓨처엠
011070,LG이노텍
000720,현대건설
071050,한국금융지주
086520,에코프로
259960,크래프톤
307950,현대오토에버
323410,카카오뱅크
005940,NH투자증권
005830,DB손해보험
247540,에코프로비엠
003490,대한항공
0126Z0,삼성에피스홀딩스
047050,포스코인터내셔널
006260,LS
028050,삼성E&A
003230,삼양식품
277810,레인보우로보틱스
078930,GS
016360,삼성증권
161390,한국타이어앤테크놀로지
443060,HD현대마린솔루션
180640,한진칼
352820,하이브
090430,아모레퍼시픽
039490,키움증권
005387,현대차2우B
021240,코웨이
064400,LG씨엔에스
032640,LG유플러스
036930,주성엔지니어링
326030,SK바이오팜
047040,대우건설
267270,HD건설기계
241560,두산밥캣
000100,유한양행
377300,카카오페이
000880,한화
007660,이수페타시스
029780,삼성카드
271560,오리온
036570,NC
175330,JB금융지주
001440,대한전선
058470,리노공업
128940,한미약품
353200,대덕전자
034220,LG디스플레이
240810,원익IPS
088980,맥쿼리인프라
138930,BNK금융지주
062040,산일전기
009830,한화솔루션
028300,HLB
005385,현대차우
298380,에이비엘바이오
454910,두산로보틱스
051900,LG생활건강
000500,가온전선
010060,OCI홀딩스
141080,리가켐바이오
087010,펩트론
004170,신세계
214450,파마리서치
111770,영원무역
000250,삼천당제약
011790,SKC
001040,CJ
039030,이오테크닉스
052690,한전기술
088350,한화생명
000990,DB하이텍
319660,피에스케이
222800,심텍
004020,현대제철
018880,한온시스템
214370,케어젠
108490,로보티즈
002380,KCC
082740,한화엔진
023530,롯데쇼핑
145020,휴젤
251270,넷마블
066970,엘앤에프
036460,한국가스공사
001450,현대해상
035250,강원랜드
440110,파두
022100,포스코DX
028670,팬오션
483650,달바글로벌
031210,서울보증보험
347850,디앤디파마텍
214150,클래시스
011780,금호석유화학
097950,CJ제일제당
403870,HPSP
095340,ISC
012750,에스원
139130,iM금융지주
302440,SK바이오사이언스
009420,한올바이오파마
084370,유진테크
017800,현대엘리베이터
008930,한미사이언스
103590,일진전기
319400,현대무벡스
095610,테스
375500,DL이앤씨
069960,현대백화점
310210,보로노이
026960,동서
226950,올릭스
005850,에스엘
007340,DN오토모티브
004800,효성
009970,영원무역홀딩스
011170,롯데케미칼
006360,GS건설
257720,실리콘투
003690,코리안리
383220,F&F
058610,에스피지
080220,제주반도체
161890,한국콜마
000240,한국앤컴퍼니
081660,미스토홀딩스
001720,신영증권
178320,서진시스템
450080,에코프로머티
014680,한솔케미칼
004370,농심
204320,HL만도
279570,케이뱅크
004990,롯데지주
489790,한화비전
263750,펄어비스
031980,피에스케이홀딩스
192820,코스맥스
139480,이마트
005440,현대지에프홀딩스
131290,티에스이
282330,BGF리테일
030000,제일기획
357780,솔브레인
237690,에스티팜
007070,GS리테일
005290,동진쎄미켐
067310,하나마이크론
051600,한전KPS
085620,미래에셋생명
098460,고영
073240,금호타이어
002790,아모레퍼시픽홀딩스
064760,티씨케이
018670,SK가스
103140,풍산
462870,시프트업
475150,SK이터닉스
336260,두산퓨얼셀
032820,우리기술
000155,두산우
439260,대한조선
068760,셀트리온제약
071970,HD현대마린엔진
089030,테크윙
140860,파크시스템스
089970,브이엠
041510,에스엠
457190,이수스페셜티케미컬
000120,CJ대한통운
112610,씨에스윈드
023590,다우기술
140410,메지온
395400,SK리츠
035900,JYP Ent.
011210,현대위아
006040,동원산업
008770,호텔신라
020150,롯데에너지머티리얼즈
290650,엘앤씨바이오
010170,대한광통신
030530,원익홀딩스
0009K0,에임드바이오
120110,코오롱인더
083650,비에이치아이
060370,LS마린솔루션
001800,오리온홀딩스
001740,SK네트웍스
00680K,미래에셋증권2우B
097230,HJ중공업
096530,씨젠
420770,기가비스
322000,HD현대에너지솔루션
020560,아시아나항공
001120,LX인터내셔널
069620,대웅제약
181710,NHN
089860,롯데렌탈
007390,네이처셀
006280,녹십자
294870,IPARK현대산업개발
082920,비츠로셀
281820,케이씨텍
298020,효성티앤씨
001430,세아베스틸지주
229640,LS에코에너지
950160,코오롱티슈진
078600,대주전자재료
039200,오스코텍
415640,KB발해인프라
131970,두산테스나
192080,더블유게임즈
218410,RFHIC
007310,오뚜기
009155,삼성전기우
082640,동양생명
475830,오름테라퓨틱
012630,HDC
003540,대신증권
323280,태성
043260,성호전자
437730,삼현
003380,하림지주
004000,롯데정밀화학
000815,삼성화재우
361610,SK아이이테크놀로지
007810,코리아써키트
017960,한국카본
127120,제이에스링크
005070,코스모신소재
491000,리브스메드
183300,코미코
195940,HK이노엔
030610,교보증권
458870,씨어스
000210,DL
166090,하나머티리얼즈
006340,대원전선
000080,하이트진로
330590,롯데리츠
066575,LG전자우
093370,후성
496320,본시스템즈
003570,SNT다이내믹스
300720,한일시멘트
347700,스피어
009450,경동나비엔
003090,대웅
003240,태광산업
077970,STX엔진
032350,롯데관광개발
192400,쿠쿠홀딩스
005300,롯데칠성
